,CHSI_County_Name,CHSI_State_Name,Population_Size,Obesity,No_Exercise,Few_Fruit_Veg,Poverty,No_HS_Diploma,Major_Depression,Diabetes,Non-White,Uninsured,High_Blood_Pres
2314,Abbeville,South Carolina,26133,25.1,29.1,85.5,13.6,20.016836949450887,5.839360195920866,13.4,30.299999999999997,12.780775264990623,29.8
2315,Aiken,South Carolina,150181,27.0,25.3,77.2,13.5,14.866061618979764,5.863591266538377,10.9,28.200000000000003,14.445901944986383,35.0
2317,Anderson,South Carolina,175514,26.7,25.7,78.7,11.9,18.074341647959706,5.892977198400128,9.4,18.5,12.101028977745365,32.3
2319,Barnwell,South Carolina,23345,28.8,30.6,76.0,17.2,21.058042407367743,5.735703576783037,6.6,44.0,17.3656029128293,31.7
2320,Beaufort,South Carolina,137849,16.8,17.4,72.9,11.1,8.037780469934495,5.838997743908189,7.4,24.299999999999997,12.417210135728224,30.5
2321,Berkeley,South Carolina,151673,27.4,24.4,79.6,11.7,12.48673132330738,5.657565947795586,10.0,31.799999999999997,13.92403394143981,23.7
2323,Charleston,South Carolina,330368,21.0,20.7,74.0,14.1,12.083192076714452,5.861039810151104,8.3,35.5,13.843653138318482,25.2
2324,Cherokee,South Carolina,53844,25.7,36.9,81.3,14.8,22.08231186390313,5.792660277839685,8.4,21.900000000000006,14.636728326275907,30.4
2326,Chesterfield,South Carolina,43435,27.3,35.5,85.1,17.2,23.174858984689767,5.815586508576033,9.5,34.900000000000006,15.931852192931967,31.1
2327,Clarendon,South Carolina,33363,23.5,33.6,81.1,21.3,22.62086742798909,5.880766118154842,10.7,51.9,17.969007583250907,34.6
2328,Colleton,South Carolina,39605,32.8,28.5,83.6,18.6,19.946976391869715,5.754323948996339,11.9,42.4,18.92690316879182,30.2
2329,Darlington,South Carolina,67346,28.6,28.1,83.0,18.2,20.422890743325514,5.788020075431354,11.6,42.8,16.90078104119027,32.6
2330,Dillon,South Carolina,30974,28.0,36.9,82.7,20.4,24.646477690966616,5.601472202492412,8.5,49.1,22.89339445986957,28.7
2331,Dorchester,South Carolina,112858,27.0,25.3,80.2,11.2,11.498520264403055,5.76742455120594,7.1,28.599999999999994,11.429406865264315,26.5
2334,Florence,South Carolina,131097,27.4,30.0,80.4,16.3,17.555703029054822,5.784266611745501,9.7,42.3,15.265032762000654,29.8
2335,Georgetown,South Carolina,60983,24.9,20.8,77.5,14.7,17.10804650476362,5.965596969647279,6.8,35.8,15.591230342882442,32.7
2336,Greenville,South Carolina,407383,21.8,21.5,75.5,12.0,13.682947005643339,5.845850219572245,7.3,21.5,11.305331837607362,25.7
2337,Greenwood,South Carolina,67979,28.4,25.8,74.7,13.9,17.581900292737462,5.813560070021624,9.2,33.900000000000006,14.033745715588639,29.1
2339,Horry,South Carolina,226992,25.1,22.3,75.5,13.1,13.312363431310354,6.096250088108833,7.7,17.299999999999997,14.170102911115809,28.6
2341,Kershaw,South Carolina,56486,29.3,29.9,82.5,12.0,16.52267818574514,5.8616294303013134,10.6,27.299999999999997,12.948341181885779,34.4
2342,Lancaster,South Carolina,63113,28.5,30.0,73.0,13.7,20.39516422923962,5.867253973032497,8.4,28.0,13.57723448417917,27.9
2343,Laurens,South Carolina,70293,30.8,30.1,80.2,14.8,21.63231047188198,5.876829840809184,9.8,27.099999999999994,14.644416940520394,35.3
2345,Lexington,South Carolina,235272,23.1,20.7,75.5,10.5,11.333265326940731,5.820922166683668,6.7,16.700000000000003,11.365568363426162,26.2
2347,Marion,South Carolina,34904,34.9,31.7,77.2,20.5,20.645198258079304,5.764382305752922,11.5,57.0,22.613454045381616,44.6
2348,Marlboro,South Carolina,28021,35.4,43.3,80.4,20.2,25.887727061846473,5.849184540166304,10.9,56.2,19.203454551943185,36.8
2349,Newberry,South Carolina,37250,25.4,34.0,79.0,14.6,20.7248322147651,5.914093959731543,11.4,32.900000000000006,14.606711409395972,36.0
2350,Oconee,South Carolina,69577,22.4,22.9,74.1,11.7,18.356640843957056,6.050850137258002,9.1,9.400000000000006,11.965160900872416,30.7
2351,Orangeburg,South Carolina,92167,35.2,30.0,79.5,19.8,17.672268816387643,5.77321601006868,9.9,64.5,17.729773129211107,35.7
2352,Pickens,South Carolina,113575,20.1,26.4,77.1,11.5,16.282632621615672,5.994276909531147,7.8,9.200000000000003,11.741140215716486,25.0
2353,Richland,South Carolina,340078,22.2,20.1,73.6,13.9,9.19877204641288,5.8151365275025135,7.9,50.3,12.482136451049465,25.5
2355,Spartanburg,South Carolina,266809,25.1,27.9,76.8,12.9,18.016258821853835,5.864120025936156,8.2,23.799999999999997,12.897241097564175,28.3
2356,Sumter,South Carolina,105517,27.5,27.6,75.7,16.3,16.012585649705734,5.6152089236805445,9.7,50.0,15.662878967370187,26.9
2357,Union,South Carolina,28539,31.9,32.4,82.3,14.3,23.136760222852935,5.935737061564876,12.5,32.400000000000006,12.964714951469919,42.5
2359,York,South Carolina,190097,22.2,23.0,75.9,11.3,14.881876094835794,5.812821875147951,7.6,22.099999999999994,11.271613965501823,27.1
2360,Aurora,South Dakota,2901,24.3,32.1,82.7,11.7,13.650465356773525,5.515339538090314,7.0,3.299999999999997,17.37331954498449,34.1
2361,Beadle,South Dakota,15896,25.1,25.2,81.7,11.9,11.795420231504782,5.73100150981379,7.7,3.200000000000003,9.820080523402114,27.8
2362,Bennett,South Dakota,3585,22.7,22.4,80.3,27.4,15.843793584379359,4.909344490934449,5.1,59.5,24.10041841004184,33.4
2363,Bon Homme,South Dakota,7087,22.3,27.9,73.8,13.0,14.787639339635952,5.898123324396782,6.0,5.0,9.72202624523776,31.4
2364,Brookings,South Dakota,28121,21.2,19.5,82.3,12.5,5.348316204971374,5.796379929589986,3.9,4.299999999999997,7.464172682337043,17.3
2365,Brown,South Dakota,34706,24.9,21.9,82.3,10.1,9.502679651933384,5.707946752722872,6.7,4.900000000000006,9.122341958162854,23.7
2366,Brule,South Dakota,5187,26.1,29.7,78.9,11.5,12.087912087912088,5.398110661268556,10.2,11.099999999999994,14.864083285135917,29.2
2368,Butte,South Dakota,9326,25.4,28.1,78.1,13.8,13.285438558867682,5.54364143255415,8.0,3.5,17.885481449710486,27.5
2370,Charles Mix,South Dakota,9194,28.7,25.1,80.5,21.3,15.56449858603437,5.18816619534479,10.1,33.5,19.088536001740266,27.5
2372,Clay,South Dakota,12995,22.8,16.3,78.3,17.7,5.378991919969219,5.809926894959601,3.9,6.900000000000006,10.627164293959215,19.9
2373,Codington,South Dakota,26010,23.0,23.8,82.1,10.4,9.750096116878124,5.551710880430603,5.0,3.5999999999999943,7.531718569780854,21.7
2374,Corson,South Dakota,4366,38.3,34.2,82.4,27.5,12.895098488318826,4.786990380210719,13.8,66.8,30.485570316078793,23.8
2375,Custer,South Dakota,7904,18.7,24.0,76.5,9.9,7.780870445344129,5.83248987854251,6.7,5.599999999999994,12.22165991902834,30.9
2376,Davison,South Dakota,18777,20.2,25.5,82.1,10.8,10.502210150716301,5.5759706023326405,6.9,3.799999999999997,7.977845236193215,21.4
2377,Day,South Dakota,5757,24.0,27.4,73.1,13.1,13.8787562966823,5.714782004516241,4.9,9.700000000000003,13.844015980545423,31.2
2378,Deuel,South Dakota,4296,21.2,22.4,78.6,9.5,12.593109869646183,5.726256983240224,7.7,1.2000000000000028,11.080074487895716,22.6
2379,Dewey,South Dakota,6161,31.4,25.9,79.4,25.1,11.572796623924688,4.658334685927609,12.1,75.2,27.609154358058756,25.7
2380,Douglas,South Dakota,3309,18.7,32.9,81.7,11.5,21.54729525536416,5.711695376246601,6.2,1.5,13.780598368087036,23.3
2381,Edmunds,South Dakota,4112,30.4,32.5,86.0,10.5,18.409533073929964,5.642023346303502,9.0,0.7999999999999972,12.9863813229572,38.4
2382,Fall River,South Dakota,7355,25.0,22.8,77.9,14.1,12.522093813732155,5.9007477906186265,10.9,9.0,14.915023793337864,34.4
2384,Grant,South Dakota,7384,25.0,28.6,75.0,9.7,14.341820151679308,5.715059588299025,7.0,1.0,6.730769230769231,31.4
2385,Gregory,South Dakota,4290,26.3,31.7,81.6,16.5,16.060606060606062,5.874125874125874,8.5,7.200000000000003,21.7016317016317,31.5
2386,Haakon,South Dakota,1912,20.3,30.9,82.6,11.7,9.884937238493723,5.910041841004184,11.3,3.200000000000003,19.089958158995817,31.9
2387,Hamlin,South Dakota,5707,23.4,24.5,77.7,10.6,12.87892062379534,5.379358682319959,5.1,1.2000000000000028,11.845102505694761,23.8
2388,Hand,South Dakota,3307,27.5,34.5,76.8,9.4,14.514665860296342,5.866344118536438,8.9,0.29999999999999716,13.395827033565164,31.0
2391,Hughes,South Dakota,16875,23.9,19.7,80.3,9.9,7.034074074074074,5.534814814814815,6.8,13.200000000000003,10.524444444444445,27.7
2392,Hutchinson,South Dakota,7581,21.9,28.2,73.9,11.6,19.91821659411687,5.724838411819022,5.7,0.9000000000000057,10.671415380556654,25.0
2395,Jerauld,South Dakota,2136,26.4,32.7,74.0,12.8,15.215355805243448,6.03932584269663,6.2,0.9000000000000057,12.640449438202248,29.8
2397,Kingsbury,South Dakota,5532,30.3,37.5,82.2,9.4,12.490961677512653,5.820679681851049,7.4,1.4000000000000057,10.538684020245842,34.4
2398,Lake,South Dakota,11039,23.5,25.6,83.7,10.5,9.158438264335537,5.7885678050548055,5.6,2.299999999999997,6.8031524594619075,25.1
2399,Lawrence,South Dakota,22395,14.5,17.0,78.1,11.9,8.260772493860237,5.80040187541862,6.2,4.099999999999994,11.35521321723599,23.4
2400,Lincoln,South Dakota,33381,18.9,19.8,83.9,4.4,6.7253827027350885,5.479164794344088,4.3,3.200000000000003,5.610976303885444,18.7
2401,Lyman,South Dakota,3919,29.3,31.1,74.0,18.6,11.40597091094667,5.103342689461597,7.2,38.9,19.316152079612145,17.5
2402,McCook,South Dakota,5930,22.9,23.1,81.0,9.7,11.2141652613828,5.4468802698145025,6.2,0.7999999999999972,10.067453625632378,24.2
2404,Marshall,South Dakota,4418,31.1,33.2,80.0,11.2,16.817564508827523,5.726573110004527,7.4,8.099999999999994,12.584880036215482,32.4
2405,Meade,South Dakota,24623,21.5,20.5,83.2,10.1,7.850383787515737,5.429882630061325,5.0,6.900000000000006,13.272143930471511,26.3
2408,Minnehaha,South Dakota,160087,21.7,20.0,82.1,9.7,7.552768182300874,5.5032576036780005,5.3,6.599999999999994,7.5708833321881235,22.6
2409,Moody,South Dakota,6637,25.8,21.2,77.5,9.3,10.004520114509567,5.574807895133343,8.8,15.200000000000003,11.059213500075336,25.7
2410,Pennington,South Dakota,93580,19.0,20.2,77.8,13.1,7.91408420602693,5.497969651634964,5.4,12.700000000000003,12.126522761273776,23.8
2411,Perkins,South Dakota,3023,21.3,31.8,78.0,13.8,14.290439960304333,5.8220310949388026,7.4,2.5,21.27026132980483,28.2
2412,Potter,South Dakota,2351,22.2,31.8,80.1,10.4,14.206720544449169,5.912377711612081,9.6,1.5,13.398553806890684,28.2
2413,Roberts,South Dakota,10044,26.9,31.1,80.1,18.0,15.332536837913183,5.346475507765831,9.0,34.3,19.0163281561131,30.7
2415,Shannon,South Dakota,13657,29.7,21.7,77.3,35.6,13.253276707915354,4.283517610016841,9.8,93.3,29.289009299260453,21.1
2416,Spink,South Dakota,6899,27.8,26.1,78.5,11.9,12.697492390201479,5.696477750398608,8.6,2.0999999999999943,12.509059283954196,31.8
2417,Stanley,South Dakota,2829,25.3,26.0,84.9,8.5,8.342170378225521,5.620360551431601,8.7,5.700000000000003,12.902085542594557,31.1
2419,Todd,South Dakota,9882,36.4,29.8,75.2,33.7,11.81946974296701,4.290629427241449,13.7,85.0,30.89455575794374,26.4
2420,Tripp,South Dakota,6065,29.4,30.7,79.7,16.8,13.404781533388293,5.62242374278648,7.1,12.299999999999997,17.460840890354493,23.4
2421,Turner,South Dakota,8520,19.6,25.0,81.8,8.3,11.654929577464788,5.704225352112676,5.7,1.2000000000000028,9.061032863849764,23.1
2422,Union,South Dakota,13462,23.7,23.1,83.1,6.3,8.631704055860942,5.5638092408260285,5.7,3.4000000000000057,5.682662308720844,23.8
2423,Walworth,South Dakota,5494,26.5,26.7,74.7,15.7,15.143793228977065,5.606115762650163,6.8,15.599999999999994,14.615944666909355,23.4
2424,Yankton,South Dakota,21718,23.0,21.3,76.4,11.6,9.397734598029285,5.6681094023390735,7.4,4.200000000000003,8.140712772815176,26.2
2426,Anderson,Tennessee,72430,25.3,32.6,71.2,13.1,14.86538727046804,6.495927102029546,12.4,6.599999999999994,10.207096506972249,34.7
2430,Blount,Tennessee,115535,28.2,28.5,63.3,10.3,15.06729562470247,6.499329207599429,8.7,5.099999999999994,8.934954775609123,31.0
2431,Bradley,Tennessee,92092,28.9,31.6,77.2,12.5,17.978760370064716,6.382747687095513,10.3,6.400000000000006,11.614472484037702,30.9
2435,Carter,Tennessee,58865,29.0,40.9,65.7,16.6,22.041960417905376,6.65420878280812,12.1,2.799999999999997,12.576233755202582,32.0
2441,Coffee,Tennessee,50869,21.4,33.9,74.4,13.2,17.914643496038845,6.331950696888085,9.5,5.900000000000006,12.593131376673416,36.7
2443,Cumberland,Tennessee,51346,28.7,28.5,71.8,14.1,20.054142484322053,6.658746543060803,7.5,1.5999999999999943,12.517041249561798,34.4
2444,Davidson,Tennessee,575261,23.4,27.9,69.6,13.5,12.426881015747634,6.323912102506514,7.5,32.2,11.813072674838029,27.0
2448,Dyer,Tennessee,37829,29.4,33.1,76.5,15.3,22.527690396256837,6.275608660022734,9.9,15.400000000000006,13.127494779137699,38.9
2451,Franklin,Tennessee,41003,24.6,35.8,78.4,12.5,17.606028827158987,6.46538058190864,5.1,7.099999999999994,11.689388581323318,37.1
2452,Gibson,Tennessee,48148,28.6,38.2,77.4,13.7,20.171138988119964,6.401096618758826,7.3,20.700000000000003,11.890421201296004,36.6
2455,Greene,Tennessee,65318,29.3,43.2,71.1,14.1,21.418292048133747,6.540310481031263,10.6,3.200000000000003,11.963011727242108,33.2
2457,Hamblen,Tennessee,59898,25.9,41.6,71.4,13.9,21.177668703462555,6.392533974423185,13.3,6.299999999999997,12.619786971184347,32.3
2458,Hamilton,Tennessee,310935,25.2,27.3,67.4,13.3,13.097592744464276,6.416131989000917,8.6,23.599999999999994,11.449338286136975,27.0
2462,Hawkins,Tennessee,56196,18.3,42.1,70.3,14.1,20.953448644031603,6.489785749875436,10.1,2.5999999999999943,11.164495693643675,27.0
2472,Knox,Tennessee,404972,22.4,25.6,69.3,12.7,11.724020426103534,6.443902294479618,9.0,11.799999999999997,9.53720257202967,25.7
2475,Lawrence,Tennessee,41101,32.7,37.3,71.4,14.4,23.028636772827912,6.238291039147466,13.3,2.799999999999997,12.194350502420866,34.9
2477,Lincoln,Tennessee,32392,31.7,39.4,75.6,13.2,20.999012101753518,6.455297604346752,8.4,8.900000000000006,11.363917016547296,34.0
2478,Loudon,Tennessee,43387,25.6,27.5,72.8,10.4,17.50063383041003,6.566483047917579,13.0,2.799999999999997,10.14820107405444,26.7
2479,McMinn,Tennessee,51327,24.7,33.6,67.8,13.8,21.179885830069946,6.4215714925867475,10.1,6.5,12.776901046232977,38.7
2482,Madison,Tennessee,94916,30.3,30.3,68.6,14.0,13.696320957478193,6.183362130726116,7.4,36.1,12.47524126596148,28.1
2485,Maury,Tennessee,76292,25.8,30.7,68.0,11.6,14.782677082787185,6.268022859539664,8.0,15.200000000000003,11.128296544853981,23.8
2488,Montgomery,Tennessee,147202,20.0,24.7,68.3,12.3,9.569163462452956,5.929946603986359,6.6,25.599999999999994,11.679189141451882,25.2
2491,Obion,Tennessee,32213,27.5,41.9,69.8,12.8,20.175084593176667,6.422872753236271,4.3,11.099999999999994,12.488746779250613,37.2
2496,Putnam,Tennessee,66580,20.1,26.2,69.9,14.2,17.598377891258636,6.423851006308201,6.6,4.099999999999994,12.254430759987985,27.2
2498,Roane,Tennessee,52889,25.5,34.9,75.7,13.2,18.0472309932122,6.5760366049651156,10.1,4.799999999999997,10.312163209741156,36.4
2499,Robertson,Tennessee,60379,28.1,32.8,65.4,9.7,16.694546117027443,6.2223620795309635,7.8,9.700000000000003,10.11941237847596,22.6
2500,Rutherford,Tennessee,218292,25.1,26.6,68.4,9.2,11.350393051508988,6.1765891558096495,7.3,15.400000000000006,8.8299158924743,26.9
2503,Sevier,Tennessee,79282,30.5,30.9,71.1,12.4,17.880477283620493,6.489493201483312,11.7,2.5,13.467117378471785,27.3
2504,Shelby,Tennessee,909035,27.8,32.0,72.1,16.6,12.096343925151396,6.032220981590368,7.7,54.4,14.951569521525574,28.6
2507,Sullivan,Tennessee,152716,25.0,33.7,65.0,12.8,17.40878493412609,6.574949579611829,11.9,3.5,10.710731030147464,36.4
2508,Sumner,Tennessee,145009,21.8,28.9,69.1,9.5,13.58329482997607,6.293402478466854,9.1,8.700000000000003,9.614575647028806,24.6
2509,Tipton,Tennessee,55998,30.6,40.5,78.0,11.5,16.397014179077825,6.166291653273332,9.4,20.900000000000006,11.530768956034144,32.5
2515,Washington,Tennessee,112507,21.3,34.5,74.1,13.6,15.719910761108197,6.533815673691415,8.1,6.200000000000003,10.801994542561797,27.8
2519,Williamson,Tennessee,153595,15.2,17.8,67.2,5.1,6.468309515283701,6.192909925453303,5.6,7.900000000000006,7.591392948989224,20.2
2520,Wilson,Tennessee,100508,24.0,22.6,71.6,7.9,12.713415847494728,6.286066780753771,7.1,8.599999999999994,8.768456242289172,27.5
2534,Bell,Texas,256057,25.3,27.3,76.4,14.8,8.95659950714099,4.820411080345392,7.9,29.0,15.88240118411135,20.0
2535,Bexar,Texas,1518370,30.6,26.1,77.9,17.6,14.158340852361414,5.069778775924181,9.1,11.799999999999997,18.32359701522027,25.5
2540,Brazoria,Texas,278484,32.0,25.2,76.4,11.5,12.914925094439896,5.122735956105198,3.8,15.700000000000003,13.925396073023943,25.3
2541,Brazos,Texas,156305,19.1,20.4,77.1,18.9,8.987556380154185,5.3286843031253,3.5,17.0,17.04551997696811,25.6
2551,Cameron,Texas,378311,32.0,39.2,80.2,29.5,24.58268461662495,4.661508652933698,10.2,2.5,27.69969681029629,23.2
2563,Collin,Texas,659457,20.7,17.1,79.7,5.4,5.254777794458168,5.127703550041928,3.3,18.700000000000003,9.67629428454016,20.5
2577,Dallas,Texas,2305454,22.5,27.8,76.2,16.9,15.56044926509052,5.043692045037551,6.6,27.099999999999994,17.56356882418821,25.1
2581,Denton,Texas,554642,23.3,22.2,80.1,8.3,6.571986975382319,5.147825083567419,4.6,14.900000000000006,10.291503348105625,17.3
2590,Ellis,Texas,133474,23.9,24.4,74.8,10.9,13.703792498913646,5.117850667545739,6.1,10.799999999999997,12.82721728576352,21.8
2591,El Paso,Texas,721598,23.6,24.4,77.4,25.7,19.54440006762768,4.827895864456387,8.1,6.5,25.638513410513887,19.3
2599,Fort Bend,Texas,463650,15.2,19.5,81.1,8.4,9.717459290413027,5.124555160142349,4.1,37.6,12.410223228728567,22.0
2604,Galveston,Texas,277563,28.6,24.9,79.0,13.7,12.345665668695036,5.242773712634609,9.3,19.299999999999997,14.90724628282588,28.4
2612,Gregg,Texas,115649,24.1,27.9,77.0,16.4,13.195098963242224,5.171683283037467,9.3,23.099999999999994,16.097847798078668,28.9
2621,Harris,Texas,3693050,22.6,26.5,74.7,16.2,15.61256955632878,5.021053059124571,5.9,25.599999999999994,18.32190195096194,22.2
2625,Hays,Texas,124432,26.1,19.7,78.8,12.4,8.629612961296129,5.317763919249067,7.0,7.0,12.00977240581201,19.4
2628,Hidalgo,Texas,678275,31.1,33.6,78.0,31.0,26.363348199476615,4.569533006523903,7.1,2.5999999999999943,28.34440308134606,18.7
2643,Jefferson,Texas,247571,30.3,35.7,75.3,18.1,13.839262272237054,5.270407277104345,11.1,39.6,16.830323422371766,35.5
2646,Johnson,Texas,146376,25.7,27.5,78.1,10.9,14.225692736514183,5.199622888998197,9.1,5.900000000000006,13.032191069574248,28.1
2672,Lubbock,Texas,252284,25.5,26.7,75.6,17.6,12.72058473783514,5.208019533541564,8.4,10.900000000000006,18.33291052940337,32.1
2675,McLennan,Texas,224668,26.2,26.0,72.9,18.0,13.856000854594337,5.145370057150997,7.2,18.299999999999997,17.26102515712073,29.2
2690,Montgomery,Texas,378033,24.9,23.1,78.3,10.4,11.677287432578638,5.1667447021820845,7.4,7.200000000000003,11.766433089174754,22.3
2698,Nueces,Texas,319704,30.9,28.6,76.8,19.6,15.819945950003753,5.11504391562195,9.4,7.5,20.666616620373844,28.6
2704,Parker,Texas,102801,23.8,26.5,70.8,11.0,12.796568126769195,5.335551210591337,7.5,4.099999999999994,12.126341183451522,18.7
2708,Potter,Texas,119852,17.8,30.6,82.0,20.8,17.679304475519807,5.017020992557487,8.3,15.400000000000006,19.500717551647032,24.0
2711,Randall,Texas,110053,30.7,23.7,79.4,8.5,6.678600310759361,5.289269715500714,7.8,5.099999999999994,12.887426967006807,27.1
2732,Smith,Texas,190594,28.1,33.2,78.0,14.7,12.653074073685424,5.205830194024996,9.6,21.099999999999994,15.250217740327606,27.7
2740,Tarrant,Texas,1620479,22.6,24.9,77.2,12.9,11.670376475103966,5.08170732234111,6.9,20.200000000000003,14.389449045621697,25.2
2741,Taylor,Texas,125039,27.0,22.8,79.5,16.3,11.310871008245428,5.135997568758547,9.9,11.0,16.81235454538184,30.8
2747,Travis,Texas,888185,18.7,19.2,73.1,13.9,9.694038967107078,5.279530728395549,5.8,16.599999999999994,13.084886594572076,16.3
2760,Webb,Texas,224695,23.8,29.9,78.1,27.1,24.229733638932778,4.431340261243019,6.8,2.0,27.682413938894946,14.1
2763,Wichita,Texas,125894,26.7,28.8,84.3,15.6,12.315916564729058,5.1813430346164235,7.7,15.799999999999997,14.323955073315647,28.9
2766,Williamson,Texas,333457,22.3,22.3,75.8,6.9,7.007500217419338,5.079515499749593,5.1,12.200000000000003,9.721493325976063,19.1
2776,Box Elder,Utah,46440,26.0,19.3,86.7,8.4,6.970284237726099,6.989664082687338,4.7,3.200000000000003,11.655900086132643,27.6
2777,Cache,Utah,98055,18.4,16.5,77.2,11.4,4.806486155728928,7.00321248279027,5.0,4.599999999999994,14.082912651063179,15.8
2778,Carbon,Utah,19437,22.1,26.3,84.2,13.5,11.601584606677985,7.403405875392292,6.6,2.5,16.55605288882029,29.1
2780,Davis,Utah,268187,19.7,14.8,80.2,7.4,4.380152654677519,6.956340165630698,4.9,5.400000000000006,9.36473430852353,18.0
2781,Duchesne,Utah,15354,24.5,24.9,85.8,14.3,10.635664973296862,6.890712517910642,5.8,7.099999999999994,18.340497590204507,27.4
2782,Emery,Utah,10711,23.6,21.5,81.6,11.6,9.214825879936514,7.15152646811689,5.2,2.0999999999999943,15.84352534777332,21.7
2784,Grand,Utah,8743,17.6,19.9,72.3,13.9,11.780853254031797,7.823401578405581,7.1,6.599999999999994,19.295436349079264,23.9
2785,Iron,Utah,38311,17.8,18.3,79.8,14.5,6.021769204667067,7.058025110281642,5.8,5.5,17.75469186395552,27.9
2788,Millard,Utah,12284,22.9,26.5,84.7,11.7,7.408010420058613,6.96841419732986,6.0,2.799999999999997,19.431781178769132,27.1
2792,Salt Lake,Utah,948172,20.1,17.3,78.6,9.8,7.906265951747152,7.2331813215323795,5.2,8.0,13.608079546748902,20.2
2793,San Juan,Utah,14104,19.3,22.1,81.5,22.6,16.201077708451503,6.735677821894498,5.7,56.8,19.987237663074307,23.4
2794,Sanpete,Utah,24044,19.4,18.7,81.2,13.5,8.442854766261853,6.983031109632341,6.1,3.700000000000003,19.48511063051073,22.9
2795,Sevier,Utah,19386,20.4,24.4,86.4,11.8,8.206953471577428,7.082430620035077,4.1,2.700000000000003,16.62024141132776,23.7
2796,Summit,Utah,35001,10.2,12.9,73.9,5.6,4.811291105968401,7.582640495985829,2.4,2.700000000000003,12.66535241850233,14.3
2797,Tooele,Utah,51311,25.2,22.4,81.9,7.7,8.208766151507474,6.895207655278596,7.6,5.599999999999994,10.826138644735048,26.5
2798,Uintah,Utah,26995,24.5,24.7,81.5,12.4,11.842933876643823,7.1605852935728835,7.1,11.0,17.136506760511207,20.1
2799,Utah,Utah,443738,18.5,16.1,79.3,11.2,4.5364607042894685,6.703054505135913,4.7,4.200000000000003,12.243035304616688,15.7
2800,Wasatch,Utah,18974,18.1,17.0,75.9,6.3,6.27701064614736,7.08864762306314,3.5,3.299999999999997,11.141562137662063,22.9
2801,Washington,Utah,118885,19.3,17.3,75.3,11.4,7.509778357235984,7.300332253858771,5.4,4.099999999999994,13.68297093830172,21.7
2803,Weber,Utah,210749,21.8,20.1,81.3,9.9,8.947136166719652,7.194814684767188,5.7,5.299999999999997,12.395313856768004,20.0
2804,Addison,Vermont,36965,19.7,18.6,68.8,8.7,8.743405924523199,6.205870417962938,5.8,2.5999999999999943,8.710942783714325,24.8
2805,Bennington,Vermont,36999,19.2,21.4,71.4,10.0,10.700289197005326,6.359631341387605,6.9,2.299999999999997,9.4434984729317,25.7
2806,Caledonia,Vermont,30440,21.1,21.8,73.2,11.3,11.790407358738502,6.284494086727989,6.0,2.200000000000003,11.001971090670171,25.4
2807,Chittenden,Vermont,149613,15.8,14.9,66.3,7.6,6.134493660310268,6.235420718787807,4.2,4.900000000000006,6.802216384939812,20.0
2808,Essex,Vermont,6602,22.1,26.0,73.9,12.3,17.61587397758255,6.361708573159648,7.3,2.9000000000000057,12.011511663132383,19.8
2809,Franklin,Vermont,47914,22.6,24.1,76.1,9.5,11.6688233084276,6.046249530408649,6.3,3.5,8.874233000793087,23.4
2810,Grand Isle,Vermont,7703,21.3,18.4,69.2,7.2,11.294300921718811,6.413085810723095,4.2,2.5,7.763209139296379,26.9
2811,Lamoille,Vermont,24495,20.0,18.3,64.1,8.8,8.867115737905696,6.282914880587875,5.8,2.799999999999997,10.144927536231885,21.2
2812,Orange,Vermont,29287,19.9,21.4,69.0,9.2,10.991224775497662,6.299723426776385,5.5,1.7000000000000028,9.301055075630826,23.2
2813,Orleans,Vermont,27640,21.5,24.6,72.4,13.2,15.365412445730826,6.345875542691751,7.5,2.4000000000000057,13.136758321273517,26.2
2814,Rutland,Vermont,63743,21.6,21.4,74.2,10.3,11.027093171014856,6.383446025445931,6.3,1.7000000000000028,8.965690350312975,24.1
2815,Washington,Vermont,59478,19.3,18.5,69.7,8.4,8.088705067419886,6.348565856282995,6.0,3.0,9.201721644977976,22.0
2816,Windham,Vermont,44143,18.6,18.7,66.5,9.7,9.018417416124867,6.3611444623156554,4.8,3.0,9.206442697596447,23.6
2817,Windsor,Vermont,58028,18.4,18.7,68.3,8.7,8.661335906803611,6.436547873440408,5.1,2.200000000000003,8.501068449713932,22.9
2818,Accomack,Virginia,39424,26.0,33.3,76.2,15.4,21.86739042207792,5.704646915584415,12.7,30.900000000000006,19.772219967532468,28.5
2819,Albemarle,Virginia,90717,16.5,18.3,64.9,7.6,8.032673038129568,5.627390676499443,4.4,15.700000000000003,8.684149608121961,24.2
2824,Arlington,Virginia,195965,13.6,12.2,66.6,7.4,9.113872375169036,6.076085015181283,5.2,20.0,11.1877120914449,17.1
2825,Augusta,Virginia,69725,27.5,23.5,74.2,7.7,15.251344567945498,5.817138759411976,5.0,4.900000000000006,9.035496593761206,24.4
2827,Bedford,Virginia,65286,27.6,22.0,75.2,8.0,13.909567135373587,5.800631069448274,9.8,7.799999999999997,8.009374138406397,26.6
2838,Chesterfield,Virginia,288876,24.8,19.3,72.0,6.7,7.5991082679073365,5.492668134424459,5.5,25.200000000000003,8.850856422825018,25.5
2841,Culpeper,Virginia,42530,24.2,30.4,79.4,9.2,17.52645191629438,5.636021631789325,8.3,19.099999999999994,9.17940277451211,29.6
2844,Dinwiddie,Virginia,25391,33.4,34.8,83.5,10.4,20.810523413808042,5.757945728801544,11.6,33.8,9.676657083218464,32.2
